word_key,word_forms,n_occurrences,n_sources,roles,appears_as_critical_distractor,appears_as_list_word,source_papers,datasets,critical_distractor_for_lists,list_word_in_lists,associated_critical_items_when_list_word,mean_item_log_frequency_available,mean_item_BAS_to_critical_available,mean_item_FAS_from_critical_available,occurrences_json
control,Control,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::control,,,2.26,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::control"", ""critical_item"": ""Control"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
cook,cook,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::stove,stove,3.36642295722597,0.0,0.212,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::stove"", ""critical_item"": ""stove"", ""role"": ""list_word"", ""position"": ""T4""}]"
cool,Cool,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::doctor,doctor,1.71,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::doctor"", ""critical_item"": ""Doctor"", ""role"": ""list_word"", ""position"": ""T2""}]"
cop,cop,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::thief,thief,3.64286005258449,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::thief"", ""critical_item"": ""thief"", ""role"": ""list_word"", ""position"": ""T6""}]"
cord,cord,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::lamp,lamp,2.55509444857832,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::lamp"", ""critical_item"": ""lamp"", ""role"": ""list_word"", ""position"": ""T7""}]"
cottage,Cottage; cottage,2,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,roediger2001_55::cottage,brainerd2020_120::cabin,cabin,1.9714846454372048,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::cabin"", ""critical_item"": ""Cabin"", ""role"": ""list_word"", ""position"": ""T4""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cottage"", ""critical_item"": ""cottage"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
cotton,cotton,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::soft,soft,2.85973856619715,0.166,0.018,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::soft"", ""critical_item"": ""soft"", ""role"": ""list_word"", ""position"": ""T6""}]"
couch,Couch; couch,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::chair; roediger2001_55::chair,chair,2.149228409026645,0.288,0.109,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::chair"", ""critical_item"": ""Chair"", ""role"": ""list_word"", ""position"": ""T1""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::chair"", ""critical_item"": ""chair"", ""role"": ""list_word"", ""position"": ""T5""}]"
country,country,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::citizen; roediger2001_55::city,citizen; city,,0.034,0.0395,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::citizen"", ""critical_item"": ""citizen"", ""role"": ""list_word"", ""position"": ""T5""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::city"", ""critical_item"": ""city"", ""role"": ""list_word"", ""position"": ""T7""}]"
county,county,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::city,city,,0.195,0.01,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::city"", ""critical_item"": ""city"", ""role"": ""list_word"", ""position"": ""T14""}]"
couple,Couple,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::map,map,1.94,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::map"", ""critical_item"": ""Map"", ""role"": ""list_word"", ""position"": ""T4""}]"
court,Court,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::judge,judge,2.29,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::judge"", ""critical_item"": ""Judge"", ""role"": ""list_word"", ""position"": ""T1""}]"
courts,courts,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::justice,justice,2.47856649559384,0.09,0.158,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::justice"", ""critical_item"": ""justice"", ""role"": ""list_word"", ""position"": ""T3""}]"
cover,Cover,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::cover,,,1.89,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::cover"", ""critical_item"": ""Cover"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
covered,Covered,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::doctor,doctor,2.02,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::doctor"", ""critical_item"": ""Doctor"", ""role"": ""list_word"", ""position"": ""T4""}]"
cozy,cozy,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::cottage,cottage,2.46089784275655,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cottage"", ""critical_item"": ""cottage"", ""role"": ""list_word"", ""position"": ""T14""}]"
craft,Craft,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::art,art,1.36,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::art"", ""critical_item"": ""Art"", ""role"": ""list_word"", ""position"": ""T2""}]"
crawl,crawl,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::spider,spider,2.78887511577542,0.0,0.024,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::spider"", ""critical_item"": ""spider"", ""role"": ""list_word"", ""position"": ""T7""}]"
crayon,crayon,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::pen,pen,1.34242268082221,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::pen"", ""critical_item"": ""pen"", ""role"": ""list_word"", ""position"": ""T9""}]"
creative,Creative,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::art,art,1.26,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::art"", ""critical_item"": ""Art"", ""role"": ""list_word"", ""position"": ""T3""}]"
creek,creek,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::river,river,2.65801139665711,0.397,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::river"", ""critical_item"": ""river"", ""role"": ""list_word"", ""position"": ""T11""}]"
creepy,creepy,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::spider,spider,2.75511226639507,0.058,0.04,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::spider"", ""critical_item"": ""spider"", ""role"": ""list_word"", ""position"": ""T11""}]"
crime,crime,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::justice; roediger2001_55::thief,justice; thief,3.56038492297202,0.021,0.0165,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::justice"", ""critical_item"": ""justice"", ""role"": ""list_word"", ""position"": ""T13""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::thief"", ""critical_item"": ""thief"", ""role"": ""list_word"", ""position"": ""T12""}]"
criminal,criminal,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::thief,thief,3.24526583945746,0.051,0.012,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::thief"", ""critical_item"": ""thief"", ""role"": ""list_word"", ""position"": ""T15""}]"
criticize,Criticize,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::comment,comment,0.39,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::comment"", ""critical_item"": ""Comment"", ""role"": ""list_word"", ""position"": ""T2""}]"
crook,crook,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::thief,thief,2.46239799789896,0.459,0.091,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::thief"", ""critical_item"": ""thief"", ""role"": ""list_word"", ""position"": ""T3""}]"
crooked,Crooked,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::determine,determine,0.94,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::determine"", ""critical_item"": ""Determine"", ""role"": ""list_word"", ""position"": ""T2""}]"
cross,cross,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::pen,pen,3.44839710345777,0.013,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::pen"", ""critical_item"": ""pen"", ""role"": ""list_word"", ""position"": ""T10""}]"
crowd,Crowd,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::crowd,,,1.88,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::crowd"", ""critical_item"": ""Crowd"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
crowded,crowded,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::city,city,,0.0,0.01,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::city"", ""critical_item"": ""city"", ""role"": ""list_word"", ""position"": ""T2""}]"
crown,crown,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::king,king,2.84447717574568,0.471,0.016,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::king"", ""critical_item"": ""king"", ""role"": ""list_word"", ""position"": ""T3""}]"
cruel,Cruel,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::sleep,sleep,1.58,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::sleep"", ""critical_item"": ""Sleep"", ""role"": ""list_word"", ""position"": ""T2""}]"
crust,crust,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::bread,bread,2.22271647114758,0.243,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::bread"", ""critical_item"": ""bread"", ""role"": ""list_word"", ""position"": ""T11""}]"
cry,Cry,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::sad,sad,1.94,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::sad"", ""critical_item"": ""Sad"", ""role"": ""list_word"", ""position"": ""T1""}]"
cub,cub,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::lion,lion,2.03342375548695,0.063,0.074,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::lion"", ""critical_item"": ""lion"", ""role"": ""list_word"", ""position"": ""T6""}]"
cuffs,cuffs,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::shirt,shirt,2.42651126136458,0.143,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::shirt"", ""critical_item"": ""shirt"", ""role"": ""list_word"", ""position"": ""T15""}]"
culture,Culture,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::language,language,1.75,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::language"", ""critical_item"": ""Language"", ""role"": ""list_word"", ""position"": ""T4""}]"
cup,cup,1,1,critical_distractor,True,False,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,roediger2001_55::cup,,,3.42078061954857,,,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cup"", ""critical_item"": ""cup"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
cure,cure,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::doctor,doctor,3.02694162795903,0.028,0.01,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::doctor"", ""critical_item"": ""doctor"", ""role"": ""list_word"", ""position"": ""T15""}]"
current,current,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::swift,swift,,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::swift"", ""critical_item"": ""swift"", ""role"": ""list_word"", ""position"": ""T5""}]"
curtain,curtain,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::window,window,2.72098574415374,0.189,0.038,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::window"", ""critical_item"": ""window"", ""role"": ""list_word"", ""position"": ""T9""}]"
curve,Curve,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::order,order,1.27,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::order"", ""critical_item"": ""Order"", ""role"": ""list_word"", ""position"": ""T3""}]"
cushion,cushion,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::chair,chair,2.04532297878666,0.086,0.019,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::chair"", ""critical_item"": ""chair"", ""role"": ""list_word"", ""position"": ""T10""}]"
cute,Cute; cute,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::pretty; roediger2001_55::girl,girl; pretty,2.100445038928155,0.035,0.0,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::pretty"", ""critical_item"": ""Pretty"", ""role"": ""list_word"", ""position"": ""T3""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::girl"", ""critical_item"": ""girl"", ""role"": ""list_word"", ""position"": ""T11""}]"
daisy,Daisy,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::parent,parent,0.88,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::parent"", ""critical_item"": ""Parent"", ""role"": ""list_word"", ""position"": ""T3""}]"
dance,Dance; dance,2,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,brainerd2020_120::dance,roediger2001_55::girl,girl,2.804002235134015,0.0,0.0,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::dance"", ""critical_item"": ""Dance"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::girl"", ""critical_item"": ""girl"", ""role"": ""list_word"", ""position"": ""T9""}]"
danger,Danger; danger,2,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,brainerd2020_120::danger,roediger2001_55::trouble,trouble,2.638957593250845,0.048,0.027,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::danger"", ""critical_item"": ""Danger"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::trouble"", ""critical_item"": ""trouble"", ""role"": ""list_word"", ""position"": ""T4""}]"
dangerous,Dangerous,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::dangerous,,,1.77,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::dangerous"", ""critical_item"": ""Dangerous"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
dark,Dark; dark,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::bright; roediger2001_55::black,black; bright,2.99756921740569,0.111,0.1,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::bright"", ""critical_item"": ""Bright"", ""role"": ""list_word"", ""position"": ""T1""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::black"", ""critical_item"": ""black"", ""role"": ""list_word"", ""position"": ""T2""}]"
data,Data,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::computer,computer,2.11,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::computer"", ""critical_item"": ""Computer"", ""role"": ""list_word"", ""position"": ""T1""}]"
date,date,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::girl,girl,3.85847704181334,0.056,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::girl"", ""critical_item"": ""girl"", ""role"": ""list_word"", ""position"": ""T12""}]"
daughter,daughter,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::girl,girl,3.9415114326344,0.042,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::girl"", ""critical_item"": ""girl"", ""role"": ""list_word"", ""position"": ""T14""}]"
day,day,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::beautiful,beautiful,4.61165959265179,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::beautiful"", ""critical_item"": ""beautiful"", ""role"": ""list_word"", ""position"": ""T14""}]"
deadly,Deadly,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::dangerous,dangerous,1.27,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::dangerous"", ""critical_item"": ""Dangerous"", ""role"": ""list_word"", ""position"": ""T3""}]"
deal,Deal,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::contract,contract,2.2,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::contract"", ""critical_item"": ""Contract"", ""role"": ""list_word"", ""position"": ""T1""}]"
death,death,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::black,black,4.04344087624447,0.016,0.014,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::black"", ""critical_item"": ""black"", ""role"": ""list_word"", ""position"": ""T10""}]"
debris,debris,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::trash,trash,2.20411998265592,0.266,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::trash"", ""critical_item"": ""trash"", ""role"": ""list_word"", ""position"": ""T14""}]"
decide,Decide,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::determine,determine,1.65,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::determine"", ""critical_item"": ""Determine"", ""role"": ""list_word"", ""position"": ""T1""}]"
decline,Decline,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::accept,accept,1.43,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::accept"", ""critical_item"": ""Accept"", ""role"": ""list_word"", ""position"": ""T4""}]"
decorate,Decorate,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::design,design,0.4,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::design"", ""critical_item"": ""Design"", ""role"": ""list_word"", ""position"": ""T3""}]"
deep,deep,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::carpet,carpet,3.59073040579269,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::carpet"", ""critical_item"": ""carpet"", ""role"": ""list_word"", ""position"": ""T13""}]"
deer,deer,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::swift,swift,,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::swift"", ""critical_item"": ""swift"", ""role"": ""list_word"", ""position"": ""T13""}]"
defeat,Defeat,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::lose,lose,1.42,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::lose"", ""critical_item"": ""Lose"", ""role"": ""list_word"", ""position"": ""T4""}]"
delay,delay,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::slow,slow,2.75050839485135,0.059,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::slow"", ""critical_item"": ""slow"", ""role"": ""list_word"", ""position"": ""T7""}]"
deliver,Deliver,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::package,package,1.33,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::package"", ""critical_item"": ""Package"", ""role"": ""list_word"", ""position"": ""T3""}]"
demon,Demon,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::devil,devil,0.95,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::devil"", ""critical_item"": ""Devil"", ""role"": ""list_word"", ""position"": ""T1""}]"
den,den,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::lion,lion,2.49554433754645,0.097,0.021,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::lion"", ""critical_item"": ""lion"", ""role"": ""list_word"", ""position"": ""T5""}]"
