prompt_variant,word_normalized,feature_text_normalized,feature_text_example,response_frequency,valid_response_count,response_proportion
A,pants,can be tailored to fit specific body types,can be tailored to fit specific body types,1,20,0.05
A,pants,can be washed and reused,can be washed and reused,1,20,0.05
A,pants,can be washed and reused multiple times,can be washed and reused multiple times,1,20,0.05
A,pants,can be washed in a washing machine,can be washed in a washing machine,1,20,0.05
A,pants,can have pockets for storing small items,can have pockets for storing small items,15,20,0.75
A,pants,can vary in length from full-length to capri,can vary in length from full-length to capri,1,20,0.05
A,pants,can vary in length from shorts to full-length,can vary in length from shorts to full-length,1,20,0.05
A,pants,come in different lengths,come in different lengths,1,20,0.05
A,pants,come in different styles like jeans or dress pants,come in different styles like jeans or dress pants,1,20,0.05
A,pants,"come in different styles like jeans, dress pants, and sweatpants","come in different styles like jeans, dress pants, and sweatpants",1,20,0.05
A,pants,"come in different styles like jeans, khakis, and shorts","come in different styles like jeans, khakis, and shorts",1,20,0.05
A,pants,"come in different styles like jeans, slacks, and shorts","come in different styles like jeans, slacks, and shorts",9,20,0.45
A,pants,"come in different styles like jeans, slacks, or shorts","come in different styles like jeans, slacks, or shorts",2,20,0.1
A,pants,"come in different styles such as jeans, dress pants, or sweatpants","come in different styles such as jeans, dress pants, or sweatpants",2,20,0.1
A,pants,"come in different styles such as jeans, slacks, or shorts","come in different styles such as jeans, slacks, or shorts",1,20,0.05
A,pants,"come in different styles such as jeans, slacks, or sweatpants","come in different styles such as jeans, slacks, or sweatpants",1,20,0.05
A,pants,designed to cover from the waist to the ankles,designed to cover from the waist to the ankles,1,20,0.05
A,pants,designed to provide comfort and protection,designed to provide comfort and protection,1,20,0.05
A,pants,"fastened around the waist with buttons, zippers, or elastic","fastened around the waist with buttons, zippers, or elastic",1,20,0.05
A,pants,"fastened with buttons, zippers, or elastic","fastened with buttons, zippers, or elastic",2,20,0.1
A,pants,"may be designed with different fits like loose, slim, or tight","may be designed with different fits like loose, slim, or tight",1,20,0.05
A,pants,may be lined for warmth,may be lined for warmth,1,20,0.05
A,pants,may have belt loops for securing a belt,may have belt loops for securing a belt,4,20,0.2
A,pants,may have belt loops for securing with a belt,may have belt loops for securing with a belt,1,20,0.05
A,pants,may have pockets for storage,may have pockets for storage,1,20,0.05
A,pants,may have pockets for storing items,may have pockets for storing items,1,20,0.05
A,pants,may include pockets,may include pockets,1,20,0.05
A,pants,may require ironing to remove wrinkles,may require ironing to remove wrinkles,2,20,0.1
A,pants,may vary in length from ankle to knee,may vary in length from ankle to knee,1,20,0.05
A,pants,may vary in length from full-length to capri,may vary in length from full-length to capri,2,20,0.1
A,pants,may vary in length from shorts to full-length,may vary in length from shorts to full-length,3,20,0.15
A,pants,often available in different colors and patterns,often available in different colors and patterns,2,20,0.1
A,pants,"often fastened with buttons, zippers, or elastic","often fastened with buttons, zippers, or elastic",13,20,0.65
A,pants,often have a waistband,often have a waistband,1,20,0.05
A,pants,often have a waistband with a button or zipper,often have a waistband with a button or zipper,3,20,0.15
A,pants,often have a waistband with a button or zipper closure,often have a waistband with a button or zipper closure,1,20,0.05
A,pants,often have pockets,often have pockets,1,20,0.05
A,pants,often have pockets for storing small items,often have pockets for storing small items,1,20,0.05
A,pants,often paired with a shirt,often paired with a shirt,2,20,0.1
A,pants,often paired with a shirt or blouse,often paired with a shirt or blouse,2,20,0.1
A,pants,often paired with a shirt or top,often paired with a shirt or top,3,20,0.15
A,pants,often paired with shirts or tops,often paired with shirts or tops,1,20,0.05
A,pants,often worn for protection and comfort,often worn for protection and comfort,1,20,0.05
A,pants,often worn with a belt for additional support,often worn with a belt for additional support,1,20,0.05
A,pants,protect the legs and hips,protect the legs and hips,1,20,0.05
A,pants,protects the legs and lower body,protects the legs and lower body,1,20,0.05
A,pants,provide warmth and protection,provide warmth and protection,1,20,0.05
A,pants,typically have two leg openings,typically have two leg openings,7,20,0.35
A,pants,typically have two separate leg coverings,typically have two separate leg coverings,1,20,0.05
A,pants,typically have two separate leg portions,typically have two separate leg portions,3,20,0.15
A,pants,typically worn for protection and modesty,typically worn for protection and modesty,1,20,0.05
A,pants,used for both casual and formal occasions,used for both casual and formal occasions,1,20,0.05
A,pants,used for both casual and formal wear,used for both casual and formal wear,16,20,0.8
A,pants,usually have two leg openings,usually have two leg openings,1,20,0.05
A,pants,usually have two separate leg coverings,usually have two separate leg coverings,2,20,0.1
A,pants,usually have two separate leg portions,usually have two separate leg portions,6,20,0.3
A,pants,worn on the lower body,worn on the lower body,20,20,1.0
A,parakeet,brightly colored feathers,brightly colored feathers,20,20,1.0
A,parakeet,can bond closely with humans,can bond closely with humans,1,20,0.05
A,parakeet,can learn to mimic human speech,can learn to mimic human speech,3,20,0.15
A,parakeet,can learn to mimic speech,can learn to mimic speech,5,20,0.25
A,parakeet,can learn to talk,can learn to talk,2,20,0.1
A,parakeet,can live up to 20 years,can live up to 20 years,15,20,0.75
A,parakeet,can live up to 20 years in captivity,can live up to 20 years in captivity,3,20,0.15
A,parakeet,can mimic human speech,can mimic human speech,10,20,0.5
A,parakeet,common pet,common pet,18,20,0.9
A,parakeet,eats seeds and fruits,eats seeds and fruits,20,20,1.0
A,parakeet,enjoys social interaction,enjoys social interaction,4,20,0.2
A,parakeet,has a curved beak,has a curved beak,4,20,0.2
A,parakeet,has a hooked beak,has a hooked beak,7,20,0.35
A,parakeet,has a lifespan of 15-20 years,has a lifespan of 15-20 years,1,20,0.05
A,parakeet,has a long tail,has a long tail,8,20,0.4
A,parakeet,known for their chirping sounds,known for their chirping sounds,1,20,0.05
A,parakeet,lays eggs,lays eggs,1,20,0.05
A,parakeet,lives in flocks,lives in flocks,6,20,0.3
A,parakeet,lives in flocks in the wild,lives in flocks in the wild,11,20,0.55
A,parakeet,native to australia,native to Australia,9,20,0.45
A,parakeet,native to australia and asia,native to Australia and Asia,9,20,0.45
A,parakeet,native to tropical regions,native to tropical regions,1,20,0.05
A,parakeet,often kept as a pet,often kept as a pet,2,20,0.1
A,parakeet,often kept in cages,often kept in cages,3,20,0.15
A,parakeet,often kept in pairs,often kept in pairs,2,20,0.1
A,parakeet,originates from australia and asia,originates from Australia and Asia,1,20,0.05
A,parakeet,small bird,small bird,20,20,1.0
A,parakeet,social and active,social and active,5,20,0.25
A,parakeet,social and playful,social and playful,8,20,0.4
A,parrot,brightly colored feathers,brightly colored feathers,1,20,0.05
A,parrot,can be trained to perform tricks,can be trained to perform tricks,10,20,0.5
A,parrot,can fly,can fly,2,20,0.1
A,parrot,can form strong bonds with humans,can form strong bonds with humans,9,20,0.45
A,parrot,can live for many years,can live for many years,17,20,0.85
A,parrot,can live for several decades,can live for several decades,3,20,0.15
A,parrot,can mimic human speech,can mimic human speech,20,20,1.0
A,parrot,"eats fruits, seeds, and nuts","eats fruits, seeds, and nuts",1,20,0.05
A,parrot,eats seeds and fruits,eats seeds and fruits,4,20,0.2
A,parrot,enjoys social interaction,enjoys social interaction,2,20,0.1
A,parrot,flaps its wings to fly,flaps its wings to fly,1,20,0.05
A,parrot,flaps wings to fly,flaps wings to fly,1,20,0.05
A,parrot,flight feathers are long and strong,flight feathers are long and strong,1,20,0.05
A,parrot,has a curved beak,has a curved beak,3,20,0.15
A,parrot,"has a loud, distinctive call","has a loud, distinctive call",1,20,0.05
A,parrot,"has a loud, squawking call","has a loud, squawking call",1,20,0.05
A,parrot,"has a strong, curved beak","has a strong, curved beak",15,20,0.75
A,parrot,"has bright, colorful feathers","has bright, colorful feathers",1,20,0.05
A,parrot,has colorful feathers,has colorful feathers,17,20,0.85
A,parrot,is a common pet,is a common pet,1,20,0.05
A,parrot,is a popular pet,is a popular pet,1,20,0.05
A,parrot,is a type of bird,is a type of bird,17,20,0.85
A,parrot,is found in tropical regions,is found in tropical regions,3,20,0.15
A,parrot,is known for its intelligence,is known for its intelligence,15,20,0.75
A,parrot,is native to tropical regions,is native to tropical regions,6,20,0.3
A,parrot,is often associated with pirates,is often associated with pirates,1,20,0.05
A,parrot,is often associated with pirates in popular culture,is often associated with pirates in popular culture,1,20,0.05
A,parrot,is social and requires interaction,is social and requires interaction,2,20,0.1
A,parrot,known for its intelligence,known for its intelligence,1,20,0.05
A,parrot,known for their intelligence,known for their intelligence,2,20,0.1
A,parrot,lives in tropical and subtropical regions,lives in tropical and subtropical regions,1,20,0.05
A,parrot,native to tropical regions,native to tropical regions,10,20,0.5
A,parrot,often brightly colored,often brightly colored,1,20,0.05
A,parrot,often has a curved beak,often has a curved beak,1,20,0.05
A,parrot,often kept as a pet,often kept as a pet,18,20,0.9
A,parrot,often seen in pairs or flocks,often seen in pairs or flocks,2,20,0.1
A,parrot,some species are endangered,some species are endangered,3,20,0.15
A,parrot,uses its beak to crack nuts,uses its beak to crack nuts,3,20,0.15
A,parrot,uses its feet to grasp objects,uses its feet to grasp objects,1,20,0.05
A,peacock,can be found in zoos and parks,can be found in zoos and parks,1,20,0.05
A,peacock,can fly short distances,can fly short distances,17,20,0.85
A,peacock,can make loud calls,can make loud calls,1,20,0.05
A,peacock,can spread its tail into a fan,can spread its tail into a fan,3,20,0.15
A,peacock,can spread its tail into a large fan,can spread its tail into a large fan,2,20,0.1
A,peacock,considered a symbol of beauty and pride,considered a symbol of beauty and pride,2,20,0.1
A,peacock,distinctive blue and green plumage,distinctive blue and green plumage,1,20,0.05
A,peacock,eats a variety of plants and small animals,eats a variety of plants and small animals,2,20,0.1
A,peacock,eats insects and plants,eats insects and plants,3,20,0.15
A,peacock,eats insects and small animals,eats insects and small animals,1,20,0.05
A,peacock,"eats insects, plants, and small animals","eats insects, plants, and small animals",4,20,0.2
A,peacock,emits loud calls,emits loud calls,2,20,0.1
A,peacock,"emits loud, distinctive calls","emits loud, distinctive calls",14,20,0.7
A,peacock,feathers are often used in decorative items,feathers are often used in decorative items,1,20,0.05
A,peacock,feathers are prized for decoration,feathers are prized for decoration,1,20,0.05
A,peacock,feathers are shed annually,feathers are shed annually,1,20,0.05
A,peacock,feathers are used for decoration,feathers are used for decoration,1,20,0.05
A,peacock,feathers are used in decorative arts,feathers are used in decorative arts,3,20,0.15
A,peacock,feathers are used in decorative items,feathers are used in decorative items,2,20,0.1
A,peacock,feathers have eye-like markings,feathers have eye-like markings,2,20,0.1
A,peacock,feathers used for decoration and fashion,feathers used for decoration and fashion,1,20,0.05
A,peacock,feathers used in decorative arts,feathers used in decorative arts,2,20,0.1
A,peacock,"feeds on insects, plants, and small animals","feeds on insects, plants, and small animals",2,20,0.1
A,peacock,has a distinctive crest on its head,has a distinctive crest on its head,1,20,0.05
A,peacock,has colorful feathers,has colorful feathers,5,20,0.25
A,peacock,"has vibrant, colorful feathers","has vibrant, colorful feathers",12,20,0.6
A,peacock,known for elaborate mating displays,known for elaborate mating displays,1,20,0.05
A,peacock,known for its elaborate courtship display,known for its elaborate courtship display,2,20,0.1
A,peacock,known for its elaborate tail,known for its elaborate tail,3,20,0.15
A,peacock,known for its elaborate tail display,known for its elaborate tail display,7,20,0.35
A,peacock,known for its elaborate tail plumage,known for its elaborate tail plumage,5,20,0.25
A,peacock,known for its tail display,known for its tail display,2,20,0.1
A,peacock,"large, colorful tail feathers","large, colorful tail feathers",3,20,0.15
A,peacock,lives in forests and woodlands,lives in forests and woodlands,1,20,0.05
A,peacock,lives in groups called parties,lives in groups called parties,1,20,0.05
A,peacock,"loud, distinctive calls","loud, distinctive calls",1,20,0.05
A,peacock,"male is called a peacock, female is a peahen","male is called a peacock, female is a peahen",4,20,0.2
A,peacock,male of the peafowl species,male of the peafowl species,16,20,0.8
A,peacock,native to asia,native to Asia,5,20,0.25
A,peacock,native to parts of asia,native to parts of Asia,1,20,0.05
A,peacock,native to south asia,native to South Asia,9,20,0.45
A,peacock,native to south asia and southeast asia,native to South Asia and Southeast Asia,1,20,0.05
A,peacock,often associated with royalty and beauty,often associated with royalty and beauty,1,20,0.05
A,peacock,often found in tropical forests,often found in tropical forests,4,20,0.2
A,peacock,often found in zoos and parks,often found in zoos and parks,4,20,0.2
A,peacock,often kept in zoos and parks,often kept in zoos and parks,9,20,0.45
A,peacock,often symbolizes beauty and pride,often symbolizes beauty and pride,2,20,0.1
A,peacock,omnivorous diet,omnivorous diet,2,20,0.1
A,peacock,omnivorous diet including insects and plants,omnivorous diet including insects and plants,1,20,0.05
A,peacock,symbolizes beauty and pride,symbolizes beauty and pride,10,20,0.5
A,peacock,symbolizes beauty and pride in many cultures,symbolizes beauty and pride in many cultures,1,20,0.05
A,peacock,tail feathers can be over 5 feet long,tail feathers can be over 5 feet long,1,20,0.05
A,peacock,tail feathers can be up to six feet long,tail feathers can be up to six feet long,1,20,0.05
A,peacock,typically has a blue or green body,typically has a blue or green body,1,20,0.05
A,peacock,used in cultural and religious symbolism,used in cultural and religious symbolism,9,20,0.45
A,peacock,used in various cultural and religious contexts,used in various cultural and religious contexts,1,20,0.05
A,peacock,used in various cultural and religious symbolism,used in various cultural and religious symbolism,1,20,0.05
A,peacock,uses its tail for courtship displays,uses its tail for courtship displays,2,20,0.1
A,peacock,uses its tail to attract mates,uses its tail to attract mates,1,20,0.05
A,pelican,can be seen in flocks,can be seen in flocks,1,20,0.05
A,pelican,can be seen in zoos and wildlife sanctuaries,can be seen in zoos and wildlife sanctuaries,1,20,0.05
A,pelican,can dive from the air into water to catch fish,can dive from the air into water to catch fish,1,20,0.05
A,pelican,can dive from the air into water to catch prey,can dive from the air into water to catch prey,1,20,0.05
A,pelican,can dive from the air to catch fish,can dive from the air to catch fish,1,20,0.05
A,pelican,can dive into water to catch prey,can dive into water to catch prey,2,20,0.1
A,pelican,can fly,can fly,2,20,0.1
A,pelican,can fly long distances,can fly long distances,13,20,0.65
A,pelican,can hold fish in its pouch,can hold fish in its pouch,1,20,0.05
A,pelican,can hold more food in its pouch than its stomach,can hold more food in its pouch than its stomach,1,20,0.05
A,pelican,can hold several liters of water in its pouch,can hold several liters of water in its pouch,1,20,0.05
A,pelican,can nest in colonies,can nest in colonies,1,20,0.05
A,pelican,colonial breeder,colonial breeder,6,20,0.3
A,pelican,"colonial breeder, nesting in groups","colonial breeder, nesting in groups",1,20,0.05
A,pelican,distinctive pouch under bill,distinctive pouch under bill,1,20,0.05
A,pelican,distinctive pouch under the bill,distinctive pouch under the bill,1,20,0.05
A,pelican,dives for fish,dives for fish,7,20,0.35
A,pelican,dives from the air to catch prey,dives from the air to catch prey,1,20,0.05
A,pelican,dives into water to catch fish,dives into water to catch fish,1,20,0.05
A,pelican,dives into water to catch prey,dives into water to catch prey,5,20,0.25
A,pelican,eats fish,eats fish,1,20,0.05
A,pelican,feathers are usually white or gray,feathers are usually white or gray,1,20,0.05
A,pelican,feeds by dipping its bill into water,feeds by dipping its bill into water,1,20,0.05
A,pelican,feeds by scooping up fish,feeds by scooping up fish,1,20,0.05
A,pelican,feeds by scooping up fish and water,feeds by scooping up fish and water,2,20,0.1
A,pelican,feeds by scooping up fish in its bill,feeds by scooping up fish in its bill,1,20,0.05
A,pelican,feeds by scooping up fish in its pouch,feeds by scooping up fish in its pouch,2,20,0.1
A,pelican,feeds by scooping up water and fish,feeds by scooping up water and fish,1,20,0.05
A,pelican,feeds its young regurgitated food,feeds its young regurgitated food,1,20,0.05
A,pelican,feeds on fish,feeds on fish,4,20,0.2
A,pelican,feeds on fish by dipping its bill into water,feeds on fish by dipping its bill into water,1,20,0.05
A,pelican,has a broad wingspan,has a broad wingspan,1,20,0.05
A,pelican,has a broad wingspan for efficient flying,has a broad wingspan for efficient flying,2,20,0.1
A,pelican,has a distinctive long beak,has a distinctive long beak,1,20,0.05
A,pelican,has a distinctive pouch under its beak,has a distinctive pouch under its beak,2,20,0.1
A,pelican,has a distinctive pouched bill,has a distinctive pouched bill,1,20,0.05
A,pelican,has a large beak,has a large beak,5,20,0.25
A,pelican,has a large bill,has a large bill,1,20,0.05
A,pelican,"has a long, straight bill","has a long, straight bill",2,20,0.1
A,pelican,has a pouch in its beak,has a pouch in its beak,2,20,0.1
A,pelican,has a pouch to catch prey,has a pouch to catch prey,1,20,0.05
A,pelican,has a pouch under its beak,has a pouch under its beak,4,20,0.2
A,pelican,has a pouch under its bill,has a pouch under its bill,1,20,0.05
A,pelican,has a wingspan of up to 10 feet,has a wingspan of up to 10 feet,1,20,0.05
A,pelican,has webbed feet,has webbed feet,4,20,0.2
A,pelican,has webbed feet for swimming,has webbed feet for swimming,2,20,0.1
A,pelican,important in various cultural myths and symbols,important in various cultural myths and symbols,1,20,0.05
A,pelican,is a bird,is a bird,2,20,0.1
A,pelican,is a coastal bird,is a coastal bird,1,20,0.05
A,pelican,is a migratory bird,is a migratory bird,1,20,0.05
A,pelican,is a seabird,is a seabird,2,20,0.1
A,pelican,is a symbol in heraldry,is a symbol in heraldry,2,20,0.1
A,pelican,is a symbol of louisiana,is a symbol of Louisiana,1,20,0.05
A,pelican,is a water bird,is a water bird,2,20,0.1
A,pelican,is found in coastal areas,is found in coastal areas,1,20,0.05
A,pelican,is found in various parts of the world,is found in various parts of the world,1,20,0.05
A,pelican,is known for its distinctive appearance,is known for its distinctive appearance,2,20,0.1
A,pelican,is mostly white or brown,is mostly white or brown,3,20,0.15
A,pelican,is often associated with symbols of charity and self-sacrifice,is often associated with symbols of charity and self-sacrifice,1,20,0.05
A,pelican,is often found near water,is often found near water,2,20,0.1
A,pelican,is often seen near coasts,is often seen near coasts,1,20,0.05
A,pelican,is often white or brown,is often white or brown,1,20,0.05
A,pelican,is white or brown in color,is white or brown in color,1,20,0.05
A,pelican,known for communal nesting,known for communal nesting,1,20,0.05
A,pelican,known for its distinctive appearance,known for its distinctive appearance,2,20,0.1
A,pelican,known for its grace in flight,known for its grace in flight,1,20,0.05
A,pelican,known for its graceful flight,known for its graceful flight,4,20,0.2
A,pelican,known for its graceful gliding over water,known for its graceful gliding over water,1,20,0.05
A,pelican,large bird with a distinctive pouch,large bird with a distinctive pouch,4,20,0.2
A,pelican,large bird with a pouch,large bird with a pouch,1,20,0.05
A,pelican,large bird with a pouch-like bill,large bird with a pouch-like bill,1,20,0.05
A,pelican,large seabird,large seabird,5,20,0.25
A,pelican,large water bird,large water bird,3,20,0.15
A,pelican,lays eggs,lays eggs,2,20,0.1
A,pelican,lays eggs and raises chicks in nests,lays eggs and raises chicks in nests,1,20,0.05
A,pelican,lays eggs in nests,lays eggs in nests,4,20,0.2
A,pelican,lays eggs in nests on cliffs or trees,lays eggs in nests on cliffs or trees,2,20,0.1
A,pelican,lays eggs in nests on the ground or in trees,lays eggs in nests on the ground or in trees,4,20,0.2
A,pelican,lives near water,lives near water,2,20,0.1
A,pelican,"long, broad wings","long, broad wings",2,20,0.1
A,pelican,often associated with symbols of grace and elegance,often associated with symbols of grace and elegance,1,20,0.05
A,pelican,often found near coastal areas,often found near coastal areas,1,20,0.05
A,pelican,often found near coastal areas and lakes,often found near coastal areas and lakes,4,20,0.2
A,pelican,often found near coastlines,often found near coastlines,2,20,0.1
A,pelican,often found near coastlines and lakes,often found near coastlines and lakes,2,20,0.1
A,pelican,often seen in coastal areas,often seen in coastal areas,4,20,0.2
A,pelican,often seen in flocks,often seen in flocks,2,20,0.1
A,pelican,often seen in groups or flocks,often seen in groups or flocks,1,20,0.05
A,pelican,often seen near coastal areas,often seen near coastal areas,1,20,0.05
A,pelican,often seen near coastal areas and lakes,often seen near coastal areas and lakes,1,20,0.05
A,pelican,part of the family pelecanidae,part of the family Pelecanidae,1,20,0.05
A,pelican,social bird often found in flocks,social bird often found in flocks,1,20,0.05
A,pelican,"social bird, often found in flocks","social bird, often found in flocks",1,20,0.05
A,pelican,social birds that often gather in flocks,social birds that often gather in flocks,1,20,0.05
A,pelican,social birds that often travel in flocks,social birds that often travel in flocks,2,20,0.1
A,pelican,strong wings for flying,strong wings for flying,1,20,0.05
A,pelican,strong wings for gliding,strong wings for gliding,1,20,0.05
A,pelican,typically white or gray in color,typically white or gray in color,1,20,0.05
A,pelican,uses pouch to catch and drain water,uses pouch to catch and drain water,1,20,0.05
A,pelican,uses pouch to scoop up water and fish,uses pouch to scoop up water and fish,1,20,0.05
A,pelican,uses pouch to strain water and collect fish,uses pouch to strain water and collect fish,1,20,0.05
A,pelican,usually white or gray in color,usually white or gray in color,1,20,0.05
A,pelican,white or brown in color,white or brown in color,2,20,0.1
A,pelican,white or brown in color depending on species,white or brown in color depending on species,2,20,0.1
A,pelican,white or brown plumage,white or brown plumage,4,20,0.2
A,penguin,black and white feathers,black and white feathers,19,20,0.95
A,penguin,black and white plumage,black and white plumage,1,20,0.05
A,penguin,cannot fly,cannot fly,14,20,0.7
A,penguin,eats fish,eats fish,9,20,0.45
A,penguin,eats fish and krill,eats fish and krill,11,20,0.55
A,penguin,excellent swimmer,excellent swimmer,1,20,0.05
A,penguin,flightless bird,flightless bird,6,20,0.3
A,penguin,forms colonies,forms colonies,11,20,0.55
A,penguin,forms large colonies,forms large colonies,6,20,0.3
A,penguin,found in antarctica and surrounding areas,found in Antarctica and surrounding areas,1,20,0.05
A,penguin,has a beak,has a beak,1,20,0.05
A,penguin,has a distinct call,has a distinct call,1,20,0.05
A,penguin,has a streamlined body,has a streamlined body,19,20,0.95
A,penguin,has a thick layer of blubber,has a thick layer of blubber,2,20,0.1
A,penguin,huddles for warmth,huddles for warmth,1,20,0.05
A,penguin,is a bird,is a bird,3,20,0.15
A,penguin,lays eggs,lays eggs,20,20,1.0
A,penguin,lives in cold climates,lives in cold climates,20,20,1.0
A,penguin,often lives in colonies,often lives in colonies,1,20,0.05
A,penguin,swims efficiently,swims efficiently,6,20,0.3
A,penguin,swims using flippers,swims using flippers,2,20,0.1
A,penguin,swims very well,swims very well,1,20,0.05
A,penguin,swims well,swims well,10,20,0.5
A,penguin,uses flippers for swimming,uses flippers for swimming,13,20,0.65
A,penguin,uses stones to build nests,uses stones to build nests,1,20,0.05
A,penguin,waddles when walking,waddles when walking,20,20,1.0
A,percolator,associated with traditional coffee making,associated with traditional coffee making,1,20,0.05
A,percolator,bubbles during operation,bubbles during operation,1,20,0.05
A,percolator,can be found in antique stores,can be found in antique stores,1,20,0.05
A,percolator,can be found in vintage kitchenware,can be found in vintage kitchenware,1,20,0.05
A,percolator,can be loud during brewing,can be loud during brewing,1,20,0.05
A,percolator,can be loud while brewing,can be loud while brewing,1,20,0.05
A,percolator,can be manual or electric,can be manual or electric,1,20,0.05
A,percolator,can be noisy during operation,can be noisy during operation,1,20,0.05
A,percolator,can be placed on a stove,can be placed on a stove,2,20,0.1
A,percolator,can be placed on a stovetop,can be placed on a stovetop,1,20,0.05
A,percolator,can be stovetop or electric,can be stovetop or electric,9,20,0.45
A,percolator,can be used on a stovetop,can be used on a stovetop,4,20,0.2
A,percolator,can make multiple cups,can make multiple cups,1,20,0.05
A,percolator,can make multiple cups at once,can make multiple cups at once,5,20,0.25
A,percolator,can make multiple cups of coffee,can make multiple cups of coffee,3,20,0.15
A,percolator,classic coffee-making method,classic coffee-making method,1,20,0.05
A,percolator,classic design,classic design,1,20,0.05
A,percolator,classic kitchen appliance,classic kitchen appliance,1,20,0.05
A,percolator,common in older households,common in older households,1,20,0.05
A,percolator,common in older kitchens,common in older kitchens,1,20,0.05
A,percolator,contains a heating element,contains a heating element,1,20,0.05
A,percolator,contains a pot and a tube,contains a pot and a tube,6,20,0.3
A,percolator,emits a bubbling sound,emits a bubbling sound,1,20,0.05
A,percolator,emits a gurgling sound while brewing,emits a gurgling sound while brewing,1,20,0.05
A,percolator,has a distinctive bubbling sound,has a distinctive bubbling sound,2,20,0.1
A,percolator,has a handle and a spout,has a handle and a spout,1,20,0.05
A,percolator,has a lid with a vent,has a lid with a vent,5,20,0.25
A,percolator,has a pot and a tube,has a pot and a tube,13,20,0.65
A,percolator,has a spout for pouring,has a spout for pouring,3,20,0.15
A,percolator,heats water to boil,heats water to boil,1,20,0.05
A,percolator,heats water to boil and circulate,heats water to boil and circulate,2,20,0.1
A,percolator,heats water to boiling point,heats water to boiling point,6,20,0.3
A,percolator,heats water to cycle through coffee grounds,heats water to cycle through coffee grounds,4,20,0.2
A,percolator,heats water to extract coffee flavor,heats water to extract coffee flavor,6,20,0.3
A,percolator,may have a glass knob on the lid,may have a glass knob on the lid,1,20,0.05
A,percolator,may have a handle for pouring,may have a handle for pouring,2,20,0.1
A,percolator,may have a whistle to indicate brewing completion,may have a whistle to indicate brewing completion,1,20,0.05
A,percolator,often associated with older coffee-making methods,often associated with older coffee-making methods,1,20,0.05
A,percolator,often has a glass knob on top,often has a glass knob on top,1,20,0.05
A,percolator,often has a glass or metal carafe,often has a glass or metal carafe,1,20,0.05
A,percolator,often has a handle and spout,often has a handle and spout,1,20,0.05
A,percolator,often made of metal,often made of metal,20,20,1.0
A,percolator,often used in households,often used in households,1,20,0.05
A,percolator,operates by cycling hot water through coffee grounds,operates by cycling hot water through coffee grounds,1,20,0.05
A,percolator,operates by repeated cycles of water movement,operates by repeated cycles of water movement,1,20,0.05
A,percolator,operates on a stove or electric base,operates on a stove or electric base,1,20,0.05
A,percolator,operates on a stove or with an electric base,operates on a stove or with an electric base,2,20,0.1
A,percolator,operates on a stovetop,operates on a stovetop,1,20,0.05
A,percolator,operates without electricity,operates without electricity,1,20,0.05
A,percolator,produces a bubbling sound while brewing,produces a bubbling sound while brewing,1,20,0.05
A,percolator,produces a strong coffee flavor,produces a strong coffee flavor,6,20,0.3
A,percolator,produces a strong coffee taste,produces a strong coffee taste,4,20,0.2
A,percolator,produces strong coffee,produces strong coffee,8,20,0.4
A,percolator,produces strong coffee flavor,produces strong coffee flavor,1,20,0.05
A,percolator,requires ground coffee,requires ground coffee,2,20,0.1
A,percolator,requires ground coffee beans,requires ground coffee beans,1,20,0.05
A,percolator,requires grounds and water,requires grounds and water,7,20,0.35
A,percolator,requires manual operation,requires manual operation,7,20,0.35
A,percolator,requires regular cleaning,requires regular cleaning,1,20,0.05
A,percolator,traditional brewing method,traditional brewing method,1,20,0.05
A,percolator,traditional method of coffee brewing,traditional method of coffee brewing,1,20,0.05
A,percolator,traditional method of coffee making,traditional method of coffee making,1,20,0.05
A,percolator,traditional method of coffee preparation,traditional method of coffee preparation,1,20,0.05
A,percolator,used in homes and cafes,used in homes and cafes,3,20,0.15
A,percolator,used to brew coffee,used to brew coffee,20,20,1.0
A,percolator,uses gravity to cycle water through grounds,uses gravity to cycle water through grounds,1,20,0.05
A,percolator,water circulates through ground coffee,water circulates through ground coffee,1,20,0.05
A,percolator,water cycles through coffee grounds,water cycles through coffee grounds,3,20,0.15
A,percolator,water cycles through grounds,water cycles through grounds,3,20,0.15
A,percolator,water cycles through grounds multiple times,water cycles through grounds multiple times,1,20,0.05
A,pheasant,brightly colored feathers,brightly colored feathers,7,20,0.35
A,pheasant,brightly colored plumage,brightly colored plumage,2,20,0.1
A,pheasant,camouflaged plumage for protection,camouflaged plumage for protection,1,20,0.05
A,pheasant,can fly short distances,can fly short distances,16,20,0.8
A,pheasant,colorful feathers,colorful feathers,2,20,0.1
A,pheasant,colorful plumage,colorful plumage,6,20,0.3
A,pheasant,common game bird,common game bird,1,20,0.05
A,pheasant,common in rural and woodland areas,common in rural and woodland areas,1,20,0.05
A,pheasant,common in rural areas,common in rural areas,3,20,0.15
A,pheasant,common in rural landscapes,common in rural landscapes,2,20,0.1
A,pheasant,eaten as a delicacy,eaten as a delicacy,1,20,0.05
A,pheasant,eats seeds and insects,eats seeds and insects,5,20,0.25
A,pheasant,feathered bird,feathered bird,5,20,0.25
A,pheasant,feeds on seeds and insects,feeds on seeds and insects,1,20,0.05
A,pheasant,female is more camouflaged,female is more camouflaged,1,20,0.05
A,pheasant,female is usually brown,female is usually brown,2,20,0.1
A,pheasant,females are duller in color,females are duller in color,3,20,0.15
A,pheasant,females are less colorful,females are less colorful,2,20,0.1
