merge_candidate_id,member_phrases,merge_basis,verdict,review_note,reviewer,reviewed_at
c1b17085f73f240c0b2f,"[""used as a computer input device"", ""used in computer input devices""]",semantic_profile,,,,
8fb8465445e6940d90af,"[""a wrench is often accompanied by other hand tools like screwdrivers"", ""a wrench is often used in conjunction with a screwdriver or hammer""]",semantic_profile,,,,
df7322ea2773302d7081,"[""mug is sometimes given as a gift or promotional item"", ""mugs are often given as gifts for special occasions"", ""mugs are often personalized as gifts or souvenirs"", ""mugs are often personalized or given as gifts"", ""mugs are sometimes used as gifts or promotional items""]",semantic_profile,,,,
6a93305b7d904931ad2d,"[""cobras are capable of delivering a bite that is both rapid and accurate"", ""cobras are capable of delivering multiple bites in quick succession""]",semantic_profile,,,,
57a897bca8de3186111a,"[""a top can be a piece of clothing worn on the upper body"", ""a top can be the upper garment worn on the body"", ""a top can be worn as an upper body garment"", ""a top can be worn as an upper-body garment"", ""a top is a kind of garment worn on the upper body"", ""a top is a part of a garment covering the upper body"", ""a top is a part of a garment worn on the upper body"", ""in clothing, a top is an item worn on the upper body"", ""in fashion, a top is a garment worn on the upper body""]",semantic_profile,,,,
89d1c0b22eb855a6ca60,"[""a filling knife can be made of metal or plastic"", ""a filling knife is commonly made of metal with a plastic handle"", ""a filling knife is typically made of metal or plastic"", ""a filling knife is typically made of metal with a thin blade"", ""filling knives can be made of metal or plastic""]",semantic_profile,,,,
20ceaea7933395c9fdfe,"[""frogs are sensitive to environmental changes and are considered indicator species for ecosystem health"", ""frogs are sensitive to environmental changes and are indicators of ecosystem health"", ""frogs are sensitive to environmental changes and are often considered indicator species for ecosystem health"", ""frogs are sensitive to environmental changes and can indicate ecosystem health"", ""frogs are sensitive to environmental changes, making them important indicators of ecosystem health"", ""frogs are sensitive to environmental changes, making them indicator species for ecosystem health"", ""frogs can be indicators of environmental health due to their sensitivity to changes in water quality""]",semantic_profile,,,,
a1f357b95fb7dcb3f5b4,"[""used for turning soil in farming"", ""used to turn soil in farming""]",lexical_signature,,,,
66be9a5f2f4a9939f16f,"[""they are known for their ability to spread their neck ribs into a hood"", ""they are known for their ability to spread their neck ribs to form a hood""]",semantic_profile,,,,
f62c402efe97e374fda4,"[""has a pair of venomous claws near the head"", ""has a pair of venomous claws near the mouth""]",semantic_profile,,,,
fa6539514a8c8a6a928d,"[""can be laced or zipped"", ""often laced or zipped""]",lexical_signature,,,,
ba6ef5015407564088ed,"[""forked tail for maneuverability"", ""has a forked tail which aids in maneuverability""]",semantic_profile,,,,
ff98db3807ff5a3aea94,"[""often features an ornate scroll at the top"", ""often has an ornate scroll at the top""]",semantic_profile,,,,
3058b5fd96c9185aefc0,"[""head is heavier than the handle"", ""head is often heavier than the handle"", ""head is usually heavier than the handle""]",lexical_signature,,,,
0d110fc4943d15a87480,"[""can strike quickly to catch prey"", ""strikes quickly to catch prey"", ""striking quickly to catch prey""]",lexical_signature,,,,
6c4d10b93e8de9f7a4a7,"[""a mixer can blend, whip, and knead ingredients"", ""mixer can blend, whip, and knead substances""]",semantic_profile,,,,
5bba6004141df8722f8e,"[""a drum can be part of a percussion section"", ""a drum is part of a percussion section""]",semantic_profile,,,,
0afb6808af96eac64315,"[""kangaroo has keen senses of hearing and vision"", ""kangaroo has keen senses of sight and hearing"", ""kangaroos have a keen sense of hearing and can swivel their ears to detect sounds from different directions""]",semantic_profile,,,,
2d43d5e905d0733b70d9,"[""pelican is primarily found in coastal and inland waters"", ""pelican is primarily found near bodies of water"", ""pelican is typically found near bodies of water, such as oceans, lakes, and rivers""]",semantic_profile,,,,
95c99c9216df4e56ace9,"[""stickleback exhibits sexual dimorphism, with males having more vibrant colors during breeding season"", ""stickleback exhibits strong sexual dimorphism during breeding season""]",semantic_profile,,,,
eb2d201a1899b1b9dacb,"[""piano can be found in homes, schools, and music studios"", ""piano can be found in many homes""]",semantic_profile,,,,
d439cf52fd926b55b372,"[""are commonly stored in drawers or on desks"", ""often stored in a drawer or on a desk"", ""often stored in drawers or on desks""]",lexical_signature,,,,
3202964af4d327a5eaab,"[""requires a pilot"", ""requires pilots""]",lexical_signature,,,,
f56e079870d31256286a,"[""blackbird is a common resident in woodlands, gardens, and parks"", ""blackbird is found in a variety of habitats including woodlands, gardens, and parks"", ""blackbird is found in a variety of habitats, including woodlands, gardens, and parks"", ""blackbird is found in various habitats including woodlands, gardens, and parks"", ""blackbird is found in various habitats, including woodlands, gardens, and parks"", ""blackbird typically inhabits woodlands, gardens, and hedgerows"", ""blackbirds are found in a variety of habitats, including woodlands, gardens, and parks"", ""blackbirds can be found in a variety of habitats, including gardens, woodlands, and parks""]",semantic_profile,,,,
f8b18f81639a679c7a6d,"[""acoustic guitar produces sound through a resonant body"", ""acoustic guitar produces sound through a resonating body"", ""an acoustic guitar produces sound through a resonant body""]",lexical_signature,,,,
c7d4ed82f3d888127715,"[""often requires regular cleaning to maintain efficiency"", ""requires regular cleaning to maintain efficiency""]",lexical_signature,,,,
d57c776b2b5d798ec735,"[""has a wide mouth capable of opening to a 150-degree angle"", ""has a wide mouth that can open to a 150-degree angle""]",semantic_profile,,,,
4b2709924a0e658fe26e,"[""can lay eggs in fermenting substances"", ""can lay eggs on the surface of fermenting substances""]",semantic_profile,,,,
0cfd43072408ba958b60,"[""contains a basket for coffee grounds"", ""has a removable basket for coffee grounds"", ""includes a basket for coffee grounds""]",semantic_profile,,,,
4a15c26631ae3e48103c,"[""can offer exclusive benefits or privileges to members"", ""may offer exclusive benefits or privileges""]",semantic_profile,,,,
9a561a0d099652eaf20b,"[""can be loud during brewing"", ""can be loud while brewing""]",semantic_profile,,,,
dcf45272f551a1465405,"[""may have a glass lid to see the coffee"", ""sometimes has a glass top to see the coffee""]",semantic_profile,,,,
179fd769462389b3c974,"[""falcons are known for their keen eyesight, which allows them to spot prey from great distances"", ""falcons have a wide field of vision, allowing them to spot prey from great distances"", ""falcons have excellent vision, allowing them to spot prey from great distances"", ""falcons have keen eyesight, allowing them to spot and track prey from great distances"", ""falcons have keen eyesight, which allows them to spot prey from great distances"", ""falcons have keen eyesight, which helps them spot prey from great distances""]",semantic_profile,,,,
822c0c74d3f6d3cfcf2d,"[""pants are often paired with a shirt"", ""pants are typically paired with a shirt"", ""pants may be paired with a shirt or jacket""]",semantic_profile,,,,
c8200d2d3f31a873100e,"[""a spear is often made of wood with a metal tip"", ""a spear is usually made from wood with a metal tip"", ""a spear may have a wooden or metal shaft"", ""spear is typically made with a wooden shaft and a metal tip"", ""spear is typically made with a wooden shaft and a sharp tip"", ""the shaft of a spear is typically made from wood, while the tip is often metal""]",semantic_profile,,,,
aaa4ef89fcbf7e80b115,"[""caterpillars are primarily herbivorous, feeding on leaves and plants"", ""caterpillars are primarily herbivorous, feeding on plant material"", ""caterpillars feed on plant leaves and can be important herbivores in ecosystems"", ""most caterpillars feed on plant leaves, making them herbivores""]",semantic_profile,,,,
d2bdcb8416ebbaee0189,"[""typically has an open frame design for visibility and accessibility"", ""usually has an open frame design for visibility and safety""]",semantic_profile,,,,
28ba174ab1f10064178e,"[""emits a low, rumbling engine noise when in motion"", ""emits a low, rumbling sound when in motion"", ""emits low, rumbling sound when in motion"", ""produces a low, rumbling sound when in motion""]",semantic_profile,,,,
4d43e67bcce0c7b3a309,"[""blackbirds can be heard singing during dawn and dusk"", ""blackbirds sing during the early morning and late evening"", ""blackbirds sing during the early morning hours"", ""blackbirds sing melodiously during the dawn chorus""]",semantic_profile,,,,
06b211fa19b285cbe5d4,"[""a standard or criterion"", ""is a standard or criterion"", ""standard or criterion""]",lexical_signature,,,,
1497ce98726a048fe6d2,"[""a proboscis for piercing and sucking"", ""has a proboscis for piercing and sucking"", ""has a proboscis for piercing skin"", ""proboscis for piercing and sucking""]",semantic_profile,,,,
8e9f2f2a12ac8ae2acae,"[""bleating sound"", ""has a bleating sound""]",lexical_signature,,,,
9824f65864864beefd5a,"[""the basket or gondola carries passengers and a source of heat, typically a propane burner"", ""the basket or gondola carries passengers and the burner system""]",semantic_profile,,,,
f26dc6ba4285bcd2e10f,"[""can carry satellites, astronauts, or payloads"", ""may carry payloads such as satellites or crew capsules"", ""may carry payloads such as satellites or humans""]",semantic_profile,,,,
2d06b86f02d200fa5af6,"[""butterfly has brightly colored wings"", ""butterfly is often brightly colored"", ""butterfly often exhibits brightly colored wings"", ""butterfly often has brightly colored wings"", ""butterfly's wings are often brightly colored"", ""many butterfly species have brightly colored wings as a form of warning coloration""]",semantic_profile,,,,
8af7dcaa52062d1a2461,"[""they belong to the family boidae, which includes pythons and anacondas"", ""they belong to the family boidae, which includes pythons and other large constrictors""]",semantic_profile,,,,
191e05624d36ffb28178,"[""famous tournaments include the icc world cup and the ashes"", ""notable cricket tournaments include the icc cricket world cup and the ashes series"", ""notable international cricket tournaments include the icc cricket world cup and the ashes""]",semantic_profile,,,,
dbf5277b6ce25fa5f23c,"[""an axe requires regular sharpening to maintain effectiveness"", ""axes require regular sharpening to maintain effectiveness""]",lexical_signature,,,,
700c0e8bd46691d3de78,"[""anchovies are commonly preserved by salting and canning, which enhances their flavor"", ""anchovies are preserved in salt or oil for distribution"", ""anchovies are preserved in salt or oil to enhance flavor""]",semantic_profile,,,,
a869905a1fef08209b2d,"[""can stay underwater for several minutes"", ""can stay underwater for up to 5 minutes""]",semantic_profile,,,,
30d5c1f85359609d9fad,"[""can fly in cooler temperatures compared to other bees"", ""can fly in cooler temperatures than many other bees"", ""flies in cooler temperatures compared to other bees""]",semantic_profile,,,,
f216dfa6f17a5fae3e3c,"[""many shields feature decorative elements or symbols representing the user's identity or allegiance"", ""many shields feature emblems or symbols representing the user's identity or allegiance"", ""shields often bear symbols or heraldry representing the user's identity or allegiance""]",semantic_profile,,,,
ade48618adf22fd25b71,"[""beaver has sharp, continuously growing incisors"", ""beaver possesses sharp, continuously growing incisors"", ""beavers are known for their strong, sharp incisors"", ""beavers have strong, sharp incisors that grow continuously throughout their lives""]",semantic_profile,,,,
d5951b255a0c59aa1e9b,"[""it can represent a direction or movement in diagrams"", ""it can symbolize direction or movement in diagrams""]",semantic_profile,,,,
341f2bceffde3546a922,"[""can be used for moving loose material"", ""can be used for moving loose materials""]",lexical_signature,,,,
4d1d50721d963affe7ba,"[""a convection oven includes a fan to circulate hot air for more even cooking"", ""a convection oven uses a fan to circulate hot air for more even cooking"", ""convection ovens use fans to circulate hot air for more even cooking"", ""convection ovens use fans to circulate hot air, ensuring more even cooking""]",semantic_profile,,,,
a814a206186f770ad59a,"[""can be cleaned by removing the crumb tray"", ""can be cleaned by shaking out crumbs from the tray"", ""can be cleaned by unplugging and shaking out crumb tray"", ""can be cleaned with a crumb tray""]",semantic_profile,,,,
1a7df0a0724013c2b5e9,"[""a spear can be used as a tool for digging or probing soil"", ""a spear can be used to dig into the ground or soil""]",semantic_profile,,,,
b04ef2b41b8046cf6f77,"[""monitor lizard is primarily carnivorous"", ""monitor lizards are carnivorous""]",semantic_profile,,,,
c6cb525aa197f9cc4668,"[""common in folk and pop music"", ""common in folk and popular music"", ""common in folk and world music""]",semantic_profile,,,,
29e28b529bd2aac2d574,"[""trout are a favorite prey of bears and birds of prey"", ""trout provide food for predators like bears and birds""]",semantic_profile,,,,
f2ed701895cc56f8cf3a,"[""can run faster on land than many humans"", ""can run faster on land than many people realize"", ""can run faster on land than many people think""]",semantic_profile,,,,
57edbf88851d22123994,"[""owls have excellent hearing and silent flight for stealth"", ""owls use their silent flight for stealth""]",semantic_profile,,,,
fe27efaa2a688f2bc1d8,"[""pan flute is portable and typically made from bamboo or wood"", ""pan flute is traditionally made from bamboo or wood""]",semantic_profile,,,,
86ba086ec398b3fdae6e,"[""a rocket may be designed for single or multiple stages"", ""rocket uses multiple stages for propulsion"", ""rockets often have multiple stages to achieve orbit"", ""rockets often use multiple stages for propulsion""]",semantic_profile,,,,
7e6afb53ea6599b03493,"[""can play a wide range of notes"", ""plays a wide range of notes""]",lexical_signature,,,,
b3529cbe4a07e5533689,"[""canon can refer to a body of literature or art that is considered to be of enduring significance"", ""in literature, a canon refers to a collection of works considered to be of enduring significance or value"", ""in literature, the canon refers to a body of works considered to be of enduring value or importance""]",semantic_profile,,,,
89608165ee7ee355534e,"[""mittens are commonly worn during winter activities"", ""mittens are often used during cold weather"", ""mittens are often used in cold weather"", ""mittens are often worn in cold weather"", ""mittens are typically worn in cold weather"", ""mittens are used in cold weather"", ""mittens are worn on cold days""]",semantic_profile,,,,
b31c4aef42ad4406ab13,"[""the pitch is a rectangular area of the field where the ball is bowled"", ""the pitch is a rectangular area of the field where the bowler delivers the ball to the batsman"", ""the pitch is a rectangular area of the ground where the bowler delivers the ball to the batsman""]",semantic_profile,,,,
703a7080dcb89e62d17c,"[""a plate is typically used for holding main courses and side dishes"", ""a plate is typically used for main courses and appetizers""]",semantic_profile,,,,
1f6b8b3d6098857e239d,"[""undergo metamorphosis"", ""undergoes metamorphosis""]",lexical_signature,,,,
01403467d3753843c11a,"[""a rocket is a vehicle propelled by the ejection of gases from a combustion chamber"", ""a rocket is a vehicle propelled by the ejection of gases produced by combustion"", ""a rocket is a vehicle propelled by the expulsion of gases from a rocket engine""]",semantic_profile,,,,
316345205829fc0b004e,"[""airplanes transport passengers across long distances"", ""airplanes transport passengers over long distances""]",semantic_profile,,,,
a123d4a240c892e2ae0b,"[""canon can be a standard or criterion for judgment"", ""canon can denote a standard or criterion by which something is judged or recognized""]",semantic_profile,,,,
fc966eabf01aaf791af1,"[""a grater is sometimes used to zest citrus fruits"", ""graters can also be used to zest citrus fruits, extracting the outer layer for flavoring""]",semantic_profile,,,,
0508af865ee728661aed,"[""orca hunts fish and marine mammals"", ""orca hunts marine mammals such as seals and sea lions"", ""orcas hunt marine mammals such as seals and sea lions""]",semantic_profile,,,,
c18273207ff35da97def,"[""leeches can live for several months between feedings"", ""leeches can survive for several months between feedings by storing blood in their bodies"", ""leeches can survive for several months between feedings by storing nutrients"", ""leeches can survive for several months between feedings due to their ability to store blood"", ""leeches can survive for several months between meals by storing nutrients""]",semantic_profile,,,,
d06f496f5fe83766f441,"[""moves by contracting and extending its body"", ""moves by contracting and stretching its body"", ""moves by contracting its body segments""]",semantic_profile,,,,
8662933ea98f1e8c1c8c,"[""lions are listed as vulnerable on the iucn red list due to habitat loss and human conflict"", ""lions are listed as vulnerable species due to habitat loss and human conflict""]",semantic_profile,,,,
fd4463767a0d5ce19c67,"[""can be made from various materials like metal, wood, or silicone"", ""can be made from various materials like stainless steel, silicone, or wood""]",semantic_profile,,,,
ddd00dfdf34ec88790cb,"[""belong to the order odonata"", ""belongs to the order odonata""]",lexical_signature,,,,
331e79a8324446669dfb,"[""cod can live up to 25 years"", ""cod has a lifespan of several years, sometimes over a decade"", ""cod have a lifespan of several years, depending on conditions""]",semantic_profile,,,,
21a4b6f16252225aff4a,"[""often has a temperature control knob"", ""often has a thermostat for temperature control""]",semantic_profile,,,,
29b47e6664bd58f43e99,"[""used as an anti-tank weapon"", ""used for anti-tank warfare"", ""used in military operations for anti-tank purposes""]",semantic_profile,,,,
160339488702fa29f09e,"[""goldfish are sometimes used in educational settings to teach responsibility"", ""goldfish can be used in educational settings to teach responsibility""]",semantic_profile,,,,
076ae637ccefc457b37d,"[""butterflies can be attracted to gardens with specific flowers and plants"", ""butterfly can be attracted by certain plants"", ""butterfly can be attracted by planting specific flowering plants"", ""butterfly can be attracted by planting specific flowers"", ""butterfly is attracted to specific plant species""]",semantic_profile,,,,
5e41420c08376928fa16,"[""clamp can be used to support pipes or wires"", ""clamps can be used to hold pipes or tubes in place""]",semantic_profile,,,,
3919ee4615d0ba195271,"[""often has fur"", ""typically has fur""]",lexical_signature,,,,
286196de4ec1c59fa07f,"[""a toaster can have a pop-up mechanism"", ""many toasters have a pop-up mechanism that raises the toast when it is done"", ""toaster can have a pop-up mechanism""]",semantic_profile,,,,
9fee291f3e8cfc61fcf2,"[""can be made from various materials like metal, plastic, or wood"", ""can be made from various materials like wood, metal, or plastic"", ""can be made from various materials like wood, plastic, or metal""]",lexical_signature,,,,
1424330f490e6db430c1,"[""flatfish are prized for their edible flesh"", ""flatfish are valued for their edible flesh""]",semantic_profile,,,,
c79a5a300ae1e1b9a244,"[""carriages are still used today in certain contexts, such as tourism, parades, and traditional events"", ""carriages are still used today in certain contexts, such as tourist attractions and weddings"", ""carriages are still used today in parades, weddings, and tourist attractions"", ""modern carriages are often used in parades, weddings, and tourist attractions""]",semantic_profile,,,,
403c7da597c2a23d2df9,"[""sheep can be trained to follow a leader or move in a group"", ""sheep can be trained to follow a leader or shepherd""]",semantic_profile,,,,
70ea16e5706655afe56f,"[""a mouse allows for scrolling through web pages and documents"", ""a mouse can be used to scroll through web pages and documents"", ""a mouse can be used to scroll through web pages or documents"", ""a mouse often has a scroll wheel for scrolling through web pages and documents""]",semantic_profile,,,,
8341e24546d13cc0606a,"[""crows can use tools to extract insects from wood or holes"", ""crows use tools to extract insects from crevices"", ""crows use tools to extract insects from trees""]",semantic_profile,,,,
8a2b0ae10096bdf3ec4c,"[""electric stoves have heating elements that heat cookware placed on them"", ""electric stoves have heating elements that heat up to cook food""]",semantic_profile,,,,
692e64afe9ccade50c7f,"[""features a double reed mouthpiece"", ""includes a double reed mouthpiece"", ""uses a double reed mouthpiece""]",semantic_profile,,,,
dd35291228031e3d20ad,"[""it is designed to suck up dust and debris from floors and other surfaces"", ""it is designed to suction dust and debris from floors and other surfaces""]",semantic_profile,,,,
e666b11b7d8ab8ab8cec,"[""a pan can be used to cool food quickly by placing it in a cold environment"", ""a pan can be used to cool food quickly by placing it in a larger cold pan"", ""a pan can be used to cool hot foods by placing it in a larger cold water bath"", ""a pan can be used to cool hot foods by placing it in a larger container of cold water""]",semantic_profile,,,,
cd97651046c932fdad59,"[""scarves have been used for centuries in different cultures"", ""scarves have been used for centuries in various cultures"", ""scarves have been used for centuries, dating back to ancient civilizations"", ""scarves have been used for practical and decorative purposes for centuries"", ""scarves have been worn for centuries in various cultures"", ""the use of scarves dates back to ancient civilizations""]",semantic_profile,,,,
fb5ad579c7fe1252961f,"[""a towel is a household item"", ""a towel is a personal care item""]",semantic_profile,,,,
3eb948dce0c14179a3eb,"[""commonly found in kitchens near a power outlet or stove"", ""commonly found in kitchens near stovetops or on electric bases""]",semantic_profile,,,,
aef72283ae8be1480ab5,"[""a bow may have different designs, including longbow, recurve, and compound"", ""a bow may have variations in design, such as recurve, longbow, or compound"", ""the shape of a bow can vary, including longbows, recurves, and compound designs""]",semantic_profile,,,,
6fc4ad882a9c36a5c4a2,"[""mittens are designed to allow less dexterity than fingered gloves"", ""mittens provide less dexterity compared to fingered gloves"", ""mittens provide less dexterity than fingered gloves""]",semantic_profile,,,,
7699845f4168f5549c3d,"[""often includes padding or underwire for shape"", ""often includes padding or underwire for support""]",semantic_profile,,,,
a5fe33d87eb426722d76,"[""is a member of the esocidae family"", ""part of the family esocidae""]",semantic_profile,,,,
cf4e657b9a6b5a5f7301,"[""a teaspoon often has a rounded bowl and a long handle"", ""a teaspoon often has a rounded bowl and a slender handle"", ""a teaspoon typically has a shallow bowl and a long handle"", ""the design of a teaspoon typically includes a shallow bowl and a long handle"", ""the shape of a teaspoon typically includes a round bowl and a slender handle"", ""the shape of a teaspoon typically includes a shallow bowl and a long handle"", ""the shape of a teaspoon usually includes a shallow bowl and a long handle""]",semantic_profile,,,,
95aa88b498a3d696837a,"[""can be tied"", ""used for tying""]",lexical_signature,,,,
12019b7c4a7b4d1a5963,"[""a wrench often has a fixed or adjustable jaw"", ""an adjustable wrench has a movable jaw"", ""some wrenches have a fixed jaw while others have an adjustable one""]",semantic_profile,,,,
8c6a15e3300872d20f3a,"[""often painted bright colors like green or red"", ""often painted green or yellow""]",semantic_profile,,,,
11f43a9a599ba50b828c,"[""different grit sizes are available for various levels of precision and finish"", ""different grit sizes are available for various levels of precision and material removal""]",semantic_profile,,,,
f5150fa8aae3e8edd943,"[""snakes play a crucial role in many ecosystems by controlling rodent populations"", ""snakes play important roles in many ecosystems""]",semantic_profile,,,,
e755c9a4556d9ee8c8ba,"[""has a distinctive, loud crowing sound"", ""makes a crowing sound""]",semantic_profile,,,,
2ee95f77db61e8296c5b,"[""can have a choke for adjusting shot spread"", ""it can have a choke mechanism to adjust the spread of the shot""]",semantic_profile,,,,
30d3d0ef1c8130254b15,"[""can be powered by diesel or electric engines"", ""powered by diesel engines or electricity""]",lexical_signature,,,,
9ac0225b425e458d490c,"[""can be polished to maintain its appearance"", ""can be polished to maintain its shine and functionality""]",semantic_profile,,,,
f7fad6150f383e9c0df5,"[""ostrich feathers are used for decorative purposes"", ""ostrich feathers are used in decorative and ceremonial contexts"", ""ostriches provide feathers for decorative purposes""]",semantic_profile,,,,
fec2f5ea2e774ddc3b12,"[""a level can denote a rank or grade in an organization"", ""a level is a rank or status in an organization"", ""level can indicate a rank or status within an organization""]",semantic_profile,,,,
aabbe4d788a56ff249fc,"[""used in many cuisines"", ""used in many dishes""]",semantic_profile,,,,
07977fd429e3abb2050c,"[""may have emergency exits and evacuation slides"", ""may include emergency exits and evacuation slides""]",semantic_profile,,,,
24afbc1b65f696810677,"[""caterpillar belongs to the order lepidoptera"", ""caterpillars belong to the order lepidoptera""]",lexical_signature,,,,
5d26af6cdf665d572dd0,"[""various species range from small to very large"", ""various species range in size""]",semantic_profile,,,,
c4798dc86fcd31ed4259,"[""swordfish are solitary hunters and are known to use their bills to slash and stun prey"", ""swordfish use their elongated bill to slash and stun prey"", ""swordfish use their elongated bills to slash and stun prey""]",semantic_profile,,,,
ccf329688136333503fe,"[""is often depicted in folklore"", ""often depicted in folklore""]",lexical_signature,,,,
16aedf06b6d37b347951,"[""can be tuned slightly"", ""can be tuned to some extent""]",semantic_profile,,,,
376fccb7215361a49f1b,"[""blouses are frequently paired with blazers or jackets"", ""blouses are frequently worn with a jacket or blazer"", ""blouses are often paired with a jacket or blazer""]",semantic_profile,,,,
df09330ff39f0ae518c9,"[""surface is often smooth"", ""surface is smooth"", ""surface is typically smooth"", ""surface is usually smooth""]",lexical_signature,,,,
0cce250437ca2fb61c15,"[""some can constrict prey"", ""some species constrict prey""]",semantic_profile,,,,
7d58369e383143db9df9,"[""storks are known for their distinctive appearance, with bare patches of skin on their heads"", ""storks are known for their distinctive appearance, with bare patches on their heads and long, straight bills""]",semantic_profile,,,,
2ce841380259a889a853,"[""zebra's diet consists mainly of grass and leaves"", ""zebras have a diet consisting mainly of grass""]",semantic_profile,,,,
ff72588d2cdea72e657a,"[""a whip can be used to startle or intimidate opponents"", ""a whip can be used to startle or intimidate others""]",semantic_profile,,,,
15b12664dee099e98a5f,"[""can grate vegetables like carrots"", ""used to grate vegetables like carrots""]",lexical_signature,,,,
be7f97d70dbac16eebb6,"[""robin is commonly found in gardens and woodlands"", ""robin is commonly found in woodlands and gardens"", ""robins can be found in a variety of habitats, including parks and gardens"", ""robins can be found in gardens, parks, and woodlands""]",semantic_profile,,,,
4edcad07af1d7e9d54ed,"[""kangaroo is an herbivore, primarily feeding on grasses and leaves"", ""kangaroo is herbivorous, primarily eating grasses and leaves"", ""kangaroo is herbivorous, primarily feeding on grasses and leaves"", ""kangaroos are herbivores and graze on plants"", ""kangaroos are herbivores and primarily eat grass and leaves"", ""kangaroos are herbivores and primarily feed on grasses and leaves"", ""kangaroos are herbivores, feeding mainly on grasses and leaves"", ""kangaroos are herbivores, primarily eating grass and leaves"", ""kangaroos are herbivores, primarily eating grasses and leaves"", ""kangaroos are herbivores, primarily feeding on grasses and leaves"", ""kangaroos are primarily herbivores, feeding on grasses and leaves"", ""kangaroos are primarily herbivorous, feeding on grasses and leaves""]",semantic_profile,,,,
f54ee110ad058a7531cf,"[""an organ is essential for the survival and functioning of multicellular organisms"", ""organs are essential for the survival of multicellular organisms""]",semantic_profile,,,,
cf0cf49efe969c74f18f,"[""generally small enough to be handheld"", ""is typically small enough to be handheld"", ""small enough to be handheld""]",lexical_signature,,,,
ab9420aa94f7afcc82c4,"[""ranges in color from brown to greenish-black"", ""ranges in color from greenish-brown to black""]",lexical_signature,,,,
72d43a865d2d3613bbd5,"[""can be electric or stovetop"", ""can be stovetop or electric"", ""electric or stovetop""]",lexical_signature,,,,
6f885befcfd6afed498d,"[""a coat can be buttoned, zipped, or snapped closed"", ""a coat is often buttoned, zipped, or snapped closed""]",semantic_profile,,,,
668acbdba7a9e251c24b,"[""synthesizers are commonly used in electronic music, pop, and film scoring"", ""synthesizers are commonly used in genres such as electronic, pop, and film scoring"", ""synthesizers are widely used in music production, film scoring, and live performances""]",semantic_profile,,,,
0bedb3834b6cecd92ce5,"[""donkeys are adapted to desert and semi-arid environments"", ""donkeys are adapted to survive in arid and semi-arid environments"", ""donkeys can survive in arid and harsh environments"", ""donkeys can survive on sparse vegetation and are adapted to arid environments"", ""donkeys can survive on sparse vegetation and in arid climates"", ""donkeys can survive on sparse vegetation and in arid conditions"", ""donkeys can survive on sparse vegetation in arid environments""]",semantic_profile,,,,
f400546b6a7a3df9113a,"[""can be worn as loungewear or sleepwear"", ""can be worn as sleepwear or loungewear"", ""often used as lounge wear or sleepwear""]",semantic_profile,,,,
32bfd9eb2645e4ee3df1,"[""moths can be a nuisance in homes and gardens"", ""moths can be a nuisance in households and storage areas""]",semantic_profile,,,,
d4485c24eab410918c52,"[""trucks may have a tool box attached to the bed"", ""trucks may have a tool box or storage compartment in the bed"", ""trucks may include a tool box or storage area in the bed""]",semantic_profile,,,,
f8a08ad1acd180d44918,"[""they use various methods such as subtractive, additive, and frequency modulation synthesis"", ""they use various synthesis methods, such as subtractive, additive, and frequency modulation""]",lexical_signature,,,,
44139351bcb55eeca070,"[""may have a chuck for holding drill bits"", ""may have a chuck to hold different bits""]",semantic_profile,,,,
56efe4cc823ed215d41c,"[""associated with weddings and funerals"", ""traditional at funerals and weddings""]",semantic_profile,,,,
4e78a8824de752c68894,"[""a truck is regulated by transportation laws and weight limits"", ""trucks are regulated by traffic laws and weight restrictions"", ""trucks are regulated by weight and size limits on highways"", ""trucks are regulated by weight and size limits on roads"", ""trucks are regulated by weight and size restrictions on highways"", ""trucks are regulated for weight and size on highways"", ""trucks are subject to weight and size regulations""]",semantic_profile,,,,
05458f61c9b1a44dd30c,"[""taxi drivers pick up passengers from designated stands or by request"", ""taxi drivers pick up passengers from designated stands or respond to calls"", ""taxi drivers pick up passengers from designated stands or through calls""]",semantic_profile,,,,
78141ecd1b22a05fc8ff,"[""generally transparent or translucent"", ""often transparent or translucent"", ""transparent or translucent""]",lexical_signature,,,,
99ce9feb7b687b48b77d,"[""fork can be found in kitchen drawers"", ""fork is commonly found in kitchen drawers"", ""forks are commonly found in drawer organizers in kitchens""]",semantic_profile,,,,
ae19161871999055966b,"[""they are commonly used in both casual and formal dining environments"", ""they are commonly used in both casual and formal dining settings"", ""they are commonly used in both formal and casual dining environments"", ""they are often used in both casual and formal dining settings"", ""they are used in both casual and formal dining settings"", ""they are used in both formal and casual dining settings"", ""they can be used in both formal and informal dining environments""]",semantic_profile,,,,
45a2f72fb8731f356996,"[""dromedaries are used for transporting goods across arid landscapes"", ""dromedaries transport goods across desert landscapes"", ""dromedaries transport goods across desert regions"", ""dromedaries transport goods and people across deserts""]",semantic_profile,,,,
94549377dbed06af656c,"[""has thick, bushy eyebrows"", ""thick, bushy eyebrows""]",lexical_signature,,,,
0579b747023975ddcb60,"[""jeans are often customized with patches or embroidery"", ""jeans can be customized with patches or embroidery""]",semantic_profile,,,,
d89dd15c95148551192d,"[""most spiders are solitary creatures, living alone"", ""most spiders are solitary, but some species live in large colonies"", ""some spiders are social and live in colonies, while others are solitary"", ""some spiders are social and live in groups, while others are solitary""]",semantic_profile,,,,
61dc335116e69e125284,"[""often round"", ""round"", ""usually round""]",lexical_signature,,,,
